#{"t_start": 1749825858.1344798, "env_id": "None"}
r,l,t
16.323796,4,68.07074
62.574583,4,68.12475
1.277625,4,68.197611
159.542562,4,68.255618
215.069821,4,68.32179
15.847637,4,68.387682
75.197435,4,68.44363
-21.506284,4,68.505557
113.159272,4,68.573176
23.210759,3,68.621789
-7.144143,4,68.672102
-20.446336,4,68.738721
61.589774,4,68.788627
64.691829,4,68.864082
87.363338,4,68.923768
60.431414,4,68.988868
20.491267,4,69.042466
-5.003808,4,69.099498
53.096873,4,69.165423
47.088717,4,69.227781
74.22493,4,69.29777
-60.921532,4,69.356323
-41.057579,4,69.415209
125.293448,4,69.472505
-41.355834,4,69.541701
54.572939,4,69.599833
27.513595,4,69.638612
94.358445,4,69.705377
56.988351,4,69.778062
23.792956,4,69.837466
26.676066,3,69.880923
-14.952736,4,69.939315
106.900057,4,70.013286
49.839103,3,70.061373
3.473781,4,70.12109
238.792647,4,70.187486
34.487734,4,70.246797
-4.122269,4,70.302418
72.196823,3,70.338852
55.019679,4,70.406187
50.988748,4,70.475826
71.534017,3,70.522198
43.641381,4,70.584838
8.551022,4,70.646481
-37.706026,4,70.711231
79.960969,4,70.772133
61.656227,4,70.836453
150.108338,4,70.943772
2.054498,4,71.012301
187.647621,4,71.073061
16.517828,4,71.133897
14.077136,4,71.199325
-56.664929,4,71.264192
23.510531,4,71.319424
75.763629,3,71.364058
179.271186,4,71.427746
-38.017636,4,71.490436
177.12012,4,71.552516
16.516074,4,71.609215
-14.794284,4,71.677022
47.596679,4,71.736965
-15.836767,4,71.800745
19.082766,4,71.863305
62.168705,3,71.910594
-6.532883,4,71.974306
117.909733,4,72.039795
-7.04309,4,72.099549
-16.252279,4,72.164236
126.678897,4,72.226952
-64.253993,4,72.291708
-22.088831,4,72.358447
-20.092274,4,72.421971
59.103878,4,72.48254
70.433413,4,72.543786
8.76038,4,72.602783
23.68179,4,72.676672
144.067198,4,72.746655
39.205618,4,72.810423
82.596723,4,72.871126
226.762048,4,72.937615
208.918787,4,72.994672
58.409221,4,73.055237
-9.545108,4,73.120232
11.784667,4,73.185271
45.667532,3,73.236081
162.728138,4,73.29667
83.342359,4,73.354579
184.758693,4,73.42397
-10.843836,4,73.490755
2.413815,4,73.61482
72.890842,3,73.656276
112.64344,4,73.720901
188.728104,4,73.788785
16.709578,4,73.854433
77.817307,3,73.907195
-15.042124,4,73.97373
28.643383,4,74.036966
37.209571,3,74.084888
73.066644,4,74.148719
102.855343,4,74.210921
27.394497,3,74.263562
32.230183,3,74.312019
40.375181,4,74.387685
54.010025,3,74.444822
38.472962,3,74.495992
16.319712,4,74.55667
5.20102,4,74.617461
-64.663192,4,74.682021
32.921472,4,74.740998
-4.181658,4,74.80075
-0.061399,4,74.859664
93.123849,4,74.922525
-5.486989,4,74.993838
140.197587,4,75.068462
16.928958,4,75.134843
73.222306,3,75.180458
-20.839333,4,75.249699
51.444629,4,75.311038
24.317323,4,75.371228
29.239871,4,75.437722
28.933492,4,75.493801
29.343136,3,75.541723
52.617791,4,75.600182
29.777291,3,75.644613
12.914433,4,75.706318
34.277563,4,75.777947
102.554292,4,75.841121
17.587777,4,75.906258
47.741968,3,75.95489
67.507846,3,76.013423
139.459219,4,76.055762
145.504334,4,76.122995
62.774369,4,76.197813
116.665863,4,76.263777
199.200522,4,76.323312
-16.492779,4,76.387758
48.20976,3,76.433172
118.923846,4,76.496087
57.481522,3,76.540079
-65.940738,4,76.604424
107.424326,4,76.66272
93.329685,4,76.723108
36.837721,4,76.787355
19.384956,4,76.854314
16.108674,4,76.923212
32.530148,4,76.994921
-40.446771,4,77.061597
64.658216,4,77.122222
20.237855,4,77.191878
21.08894,3,77.248226
123.270856,4,77.318595
-38.874962,4,77.387791
141.469794,4,77.449102
166.825699,4,77.508456
124.827654,4,77.555595
161.550333,4,77.622763
195.169715,4,77.690828
173.254479,4,77.745751
57.52505,4,77.804971
25.378846,4,77.872254
-44.06456,4,77.926123
61.626398,4,77.972586
27.613187,4,78.047676
35.07114,3,78.093412
171.397109,4,78.160859
9.316056,4,78.219418
115.260753,4,78.282384
34.364109,4,78.323
173.375036,4,78.324999
-0.761113,4,78.327999
31.411076,4,78.330379
-27.894658,4,78.33239
-175.584624,6,78.431335
87.465452,4,78.493809
22.264424,4,78.551805
7.161145,4,78.611484
55.294026,4,78.672568
28.10259,4,78.737223
-5.352322,4,78.798816
4.116146,4,78.863501
90.867059,4,78.955344
-48.318692,4,79.025301
6.073786,4,79.08544
36.110872,4,79.139855
57.79161,4,79.205492
-12.791687,4,79.256089
114.764725,4,79.322709
63.9693,3,79.371737
45.826429,3,79.422861
81.071997,4,79.496851
220.552202,4,79.557528
200.739589,4,79.622397
178.629659,4,79.672902
177.594426,4,79.748899
48.800149,4,79.810578
-32.48217,4,79.871433
-87.050912,4,79.93617
64.4377,3,79.980134
-12.456179,4,80.046963
-95.84842,4,80.106539
64.168857,3,80.155771
29.996215,4,80.219531
97.854277,4,80.276359
37.052665,4,80.339627
177.588234,4,80.405749
65.555177,4,80.462796
185.376862,4,80.523875
-19.461214,4,80.584215
-64.459404,4,80.64601
-2.604934,4,80.718583
-17.912157,4,80.785609
58.334776,4,80.843946
117.144247,4,80.90597
25.640711,4,80.965862
192.700187,4,81.03204
45.212516,3,81.075331
-20.037923,4,81.149086
113.039335,4,81.211656
-37.363114,4,81.272849
0.740751,4,81.335402
51.201377,4,81.404524
-51.292584,4,81.467672
46.195995,3,81.50929
53.080879,4,81.573591
65.871337,3,81.622994
-36.360442,4,81.672538
100.664343,4,81.754133
77.101477,4,81.814624
-83.74405,4,81.872853
103.714416,4,81.944969
44.741681,3,81.988875
3.464412,4,82.03945
-46.529913,4,82.106642
51.029836,4,82.182297
-19.416518,4,82.24422
43.462277,3,82.288146
97.170866,4,82.339547
28.821989,4,82.409721
156.410948,4,82.460571
128.683378,4,82.529666
-22.575437,4,82.589294
-75.758769,4,82.656842
112.646058,4,82.716773
163.062844,4,82.796163
38.996963,4,82.878413
231.700847,4,82.947044
55.339836,4,83.014862
52.321598,4,83.07344
78.358164,3,83.137938
147.974213,4,83.217823
47.934003,4,83.287503
19.760399,4,83.350057
113.341317,4,83.406835
-8.070069,4,83.478346
-67.772643,4,83.533316
1.640634,4,83.597147
-32.742083,4,83.683251
69.993573,4,83.758833
-71.060706,4,83.817859
151.341579,4,83.878396
18.506867,4,83.987569
61.380541,4,84.038497
-12.29068,4,84.111768
18.661949,4,84.175252
-36.115487,4,84.239296
86.67881,4,84.318892
134.414653,4,84.399259
26.483527,4,84.464823
63.630988,4,84.523503
-47.369128,4,84.596948
118.119213,4,84.650141
-27.461059,4,84.713751
34.251051,4,84.772702
63.877825,3,84.822029
43.089544,4,84.886399
25.858778,4,84.9431
186.188516,4,85.021532
222.633585,4,85.099193
55.155925,3,85.157641
-41.534513,4,85.205875
147.614607,4,85.272773
77.458444,4,85.344306
-9.608331,4,85.403104
-82.554909,4,85.466881
98.711948,4,85.539353
97.94376,4,85.602077
184.041595,4,85.661994
22.850627,4,85.72442
-29.719289,4,85.787979
-46.278036,4,85.847411
-36.143916,4,85.912974
60.274901,3,85.972609
-83.204936,4,86.039308
96.089322,4,86.11782
103.287677,4,86.177456
-38.985343,4,86.243448
60.682391,4,86.306685
-26.406743,4,86.375683
21.384823,4,86.43825
216.550727,4,86.500193
138.305129,4,86.556674
0.776122,4,86.625846
7.240477,4,86.683461
-19.40597,4,86.722652
1.252212,4,86.806731
8.506098,4,86.873456
36.362994,3,86.905341
46.331669,4,86.984571
18.509182,4,87.056219
-20.119805,4,87.138664
-47.094746,4,87.206017
93.93928,4,87.270715
80.791431,4,87.339597
-2.26507,4,87.425058
-43.703594,4,87.49829
48.177268,4,87.557072
6.857699,4,87.625153
-18.57211,4,87.689398
-21.469191,4,87.746532
-100.612606,4,87.807007
20.882697,4,87.871422
74.395038,4,87.93563
128.002816,4,87.995515
82.10121,4,88.056108
234.796654,4,88.122654
91.972836,4,88.18456
126.4775,4,88.252219
-61.489964,4,88.314278
-61.202479,4,88.372852
15.056703,4,88.44043
0.246866,4,88.499199
192.810194,4,88.558944
118.940912,4,88.622978
-10.43915,3,88.656167
79.234114,4,88.731556
6.73842,4,88.792331
80.754585,4,88.860996
79.317089,4,88.923493
40.451649,3,88.955532
24.661371,3,89.005605
-8.316352,4,89.089248
-58.534975,4,89.147449
16.788519,4,89.211209
9.434363,4,89.26699
71.912437,4,89.381746
-7.488985,4,89.443939
-51.513291,4,89.506067
168.364962,4,89.571641
23.91324,4,89.639532
45.254866,4,89.700267
53.07141,4,89.760444
104.429489,4,89.828358
-59.794158,4,89.901834
-49.45646,4,89.962895
-29.502068,4,90.029037
24.830049,4,90.091409
88.910873,4,90.156203
-3.345667,4,90.221728
-12.401017,4,90.287855
103.963407,4,90.349581
71.161855,3,90.399246
-10.797379,4,90.46426
-47.788083,4,90.524212
-35.048875,4,90.581701
150.052653,4,90.639511
89.614095,4,90.701191
41.381968,4,90.764036
-23.350424,4,90.825918
205.713537,4,90.889518
70.849266,4,90.949357
101.783075,4,91.013316
-76.176899,4,91.072882
35.527995,4,91.131415
72.687852,3,91.180087
66.184559,4,91.245602
88.992592,4,91.310219
-48.833491,4,91.373846
-17.995932,4,91.438575
51.338435,3,91.482159
-32.574307,4,91.546408
2232.103188,11,91.696488
84.089097,4,91.763196
28.609005,4,91.822292
67.849589,3,91.872976
2181.003567,13,92.055943
-21.443627,4,92.117583
106.089419,4,92.179662
-8.276661,4,92.23841
161.715539,4,92.305996
-15.470813,4,92.365004
54.097993,4,92.42833
56.680506,4,92.49042
59.767274,4,92.556282
52.069195,3,92.616195
12.619764,4,92.682893
32.960611,4,92.745744
54.458858,4,92.809157
96.773332,4,92.874835
176.722451,4,92.938508
45.112572,4,93.006156
122.303869,4,93.073215
83.503454,4,93.140342
133.809631,4,93.20138
106.498901,4,93.262629
46.69364,3,93.306645
-28.60132,4,93.382437
48.221669,4,93.455249
83.597305,4,93.524844
185.10768,4,93.591949
-1.967082,4,93.660799
82.657325,4,93.720983
-35.539073,4,93.784747
145.150626,4,93.848691
112.625981,4,93.911249
22.45667,4,93.978942
155.079908,4,94.04657
60.913829,3,94.102587
33.924481,4,94.17066
102.968471,4,94.235719
50.822541,3,94.280015
134.264196,4,94.35172
70.521313,3,94.392788
-55.48094,4,94.513147
155.718925,4,94.577915
111.684491,4,94.580994
149.984249,4,94.582995
-30.896865,4,94.584948
-21.315212,4,94.587008
-52.374953,4,94.590543
53.02559,3,94.640234
51.372673,3,94.690863
-58.804628,4,94.769029
25.717105,3,94.812835
-27.452961,4,94.873285
-40.956509,4,94.942714
-71.418624,4,95.007258
258.498307,5,95.081067
38.076987,4,95.141892
49.18981,4,95.206293
76.594314,4,95.262414
68.852113,4,95.324094
74.969841,4,95.390124
31.755399,4,95.449593
199.606013,4,95.516243
108.693213,4,95.577282
25.186377,4,95.642876
-44.175164,4,95.716306
26.267777,4,95.783785
-51.835856,4,95.843373
129.738421,4,95.906502
-32.176977,4,95.974008
17.302539,4,96.033774
144.465821,4,96.096395
102.803952,4,96.156437
174.576261,4,96.218255
-4.800013,4,96.275145
134.677989,4,96.334528
112.806766,4,96.389797
-9.839298,4,96.468491
186.437079,4,96.52609
148.226134,4,96.589693
-80.658675,4,96.656642
-47.919606,4,96.733967
-15.151655,4,96.794496
353.415561,5,96.871316
76.358785,4,96.923584
-20.417881,4,96.997604
60.116006,3,97.043424
79.831425,4,97.106642
45.870562,4,97.17315
20.802859,3,97.206461
113.875523,4,97.273241
59.009151,4,97.336961
56.583584,4,97.390136
112.53083,4,97.463259
63.410513,4,97.52527
58.325266,3,97.575819
16.573473,4,97.639832
172.395886,4,97.70154
140.338902,4,97.769317
121.322476,4,97.834957
33.475221,3,97.878771
35.211191,4,97.948986
51.254729,3,97.993564
-34.908879,4,98.054547
70.815102,4,98.106414
-40.700271,4,98.179048
1.463273,4,98.244771
25.474576,4,98.30089
57.356863,4,98.357133
-26.62936,4,98.431262
146.417835,4,98.489822
-36.501564,4,98.555436
172.483651,4,98.623397
77.635311,4,98.691795
-17.202327,4,98.750889
160.324977,4,98.811359
153.678284,5,98.897638
-52.47626,4,98.960461
18.981171,4,99.014259
26.154689,4,99.078953
60.412289,3,99.123383
-54.719449,4,99.189845
159.24819,4,99.251647
-82.761765,4,99.311281
194.415347,4,99.373324
-19.326319,4,99.442274
10.878234,4,99.498714
84.609967,4,99.589493
191.425371,4,99.673476
207.931496,4,99.734355
-22.592244,4,99.790909
-84.655789,4,99.849522
69.120615,3,99.895576
118.985003,4,99.960568
48.29233,4,100.021238
69.762389,4,100.081988
119.631629,4,100.140425
180.301192,4,100.211654
-12.879827,4,100.267236
196.998509,4,100.321978
203.391581,4,100.388675
-38.676228,4,100.445652
96.114714,4,100.508289
0.213023,4,100.571871
200.801128,4,100.623754
153.153777,4,100.689873
-33.793947,4,100.755471
1327.705656,12,100.916004
-0.467825,4,100.973417
102.899102,4,101.040084
143.536802,4,101.10638
142.385893,4,101.170663
85.153948,4,101.240118
-35.291279,4,101.300674
178.411043,4,101.358417
155.857064,4,101.421333
18.098751,4,101.490227
52.553385,4,101.550644
83.626422,4,101.610361
45.620791,4,101.673226
-80.100408,4,101.740017
219.003158,4,101.798952
91.411839,4,101.857392
58.574927,3,101.905339
67.731048,3,101.957063
94.560705,4,102.025142
-43.026284,4,102.08494
-66.938765,4,102.147094
116.743224,4,102.206793
-18.731863,4,102.27245
26.431087,4,102.331035
126.434926,4,102.37331
161.958829,4,102.440223
74.761282,3,102.48996
71.697313,4,102.557369
-67.564011,4,102.618529
189.387548,4,102.673971
-8.99957,4,102.749027
20.31769,4,102.809352
48.821616,4,102.872312
1511.294093,14,103.069113
-51.85897,4,103.130734
26.808033,4,103.193043
-32.084486,4,103.250949
-81.414758,4,103.307101
101.72657,4,103.377017
175.203799,4,103.439042
54.064774,3,103.472765
-37.429009,4,103.556895
124.165719,4,103.624323
-4.524455,4,103.690831
147.574567,4,103.756493
-19.606786,4,103.823438
15.749486,4,103.896964
49.062723,4,103.965652
106.258465,4,104.027333
-63.873413,4,104.089825
64.273845,4,104.146086
154.905263,4,104.203845
89.725516,4,104.264434
165.304179,4,104.323487
-56.366865,4,104.400723
105.27939,4,104.468573
220.741422,4,104.531277
123.11477,4,104.590104
-7.753817,4,104.657689
62.531117,4,104.719573
86.12245,4,104.782522
-2.839721,4,104.840666
186.49602,4,104.90957
-60.713816,4,105.021702
-28.739518,4,105.094065
115.601351,4,105.157041
151.346083,4,105.229412
-53.332904,4,105.295042
39.99171,4,105.358662
1724.423879,14,105.553366
1811.987994,11,105.717535
1119.030686,9,105.881069
-39.564459,4,105.946859
-81.665648,4,106.012416
-23.524703,4,106.074107
97.969242,4,106.151031
8.810468,4,106.22042
153.084704,4,106.290132
131.306342,4,106.356891
74.304611,4,106.419612
-24.391934,4,106.479523
-47.087703,4,106.542376
57.523081,3,106.592791
41.184394,3,106.641719
95.796161,4,106.713708
-15.914265,4,106.785848
124.829631,5,106.857218
123.094837,4,106.922265
-1.033543,4,106.980228
982.558273,14,107.198479
-55.609545,4,107.268795
-86.509579,4,107.338171
107.209846,4,107.398539
72.576265,4,107.46366
-37.291675,4,107.532305
100.214938,4,107.591238
38.669115,4,107.651925
-13.952097,4,107.711668
123.79591,4,107.777071
-38.854118,4,107.840338
-54.842793,4,107.903914
43.901081,3,107.945774
1.482928,4,108.006839
175.605092,4,108.075602
198.442687,4,108.137609
63.021607,4,108.207006
76.850633,4,108.266684
23.141566,3,108.30694
-21.723135,4,108.372564
32.095503,4,108.42639
76.424671,4,108.492968
67.959055,4,108.539564
37.25395,4,108.615672
-23.236767,4,108.673764
40.161743,3,108.726615
69.86316,4,108.781232
145.023944,5,108.854279
822.37994,13,109.044106
988.773185,13,109.227973
-71.880109,4,109.289239
-72.315265,4,109.352073
217.561778,4,109.413887
23.959066,4,109.465484
-40.063498,4,109.534248
32.290849,3,109.577491
3.23423,4,109.64091
114.638533,4,109.710614
-27.572098,4,109.769597
-33.9311,4,109.831234
-35.173483,4,109.89466
169.893712,4,109.961489
-15.819025,4,110.023556
131.212714,4,110.086641
133.042472,4,110.151081
114.03635,4,110.214687
-51.70198,4,110.274571
88.770722,4,110.336546
179.930674,4,110.390568
-28.827994,4,110.390568
67.217731,4,110.395685
28.926321,4,110.398937
198.045991,4,110.401949
-332.088781,6,110.508763
2.080953,4,110.571181
46.590002,4,110.630418
1200.243765,14,110.826234
140.841515,4,110.897335
31.2682,4,110.966049
136.451957,4,111.057336
-44.168984,4,111.123306
216.866726,4,111.190349
-39.601568,4,111.252645
90.231152,4,111.313717
171.647754,4,111.373699
-20.457776,4,111.440042
169.88387,4,111.503113
164.517682,4,111.567895
11.845522,4,111.637948
145.327523,4,111.707237
-53.243484,4,111.774616
64.327989,4,111.844284
119.792054,4,111.917898
189.876338,4,111.986906
153.007338,4,112.052353
67.564161,4,112.116886
143.990553,4,112.188357
26.588265,4,112.257213
49.740269,4,112.31782
188.482993,4,112.375422
10.183854,3,112.424005
-28.738197,4,112.489135
63.629282,4,112.552099
-59.280134,4,112.614047
1289.729955,13,112.808834
13.353158,4,112.873817
172.063728,4,112.938703
-29.12268,4,113.001431
-74.035287,4,113.064999
-28.742038,4,113.123827
32.723936,4,113.198287
-37.845644,4,113.273217
77.910979,4,113.323947
126.325763,4,113.390966
25.106328,4,113.464051
28.894771,4,113.523802
130.353974,4,113.585575
87.334946,4,113.640895
185.938229,4,113.713823
122.748346,4,113.776707
166.2726,4,113.837906
60.652485,4,113.907274
40.488823,4,113.983654
-31.904669,4,114.051491
328.644236,5,114.127832
103.018641,4,114.19058
138.51444,4,114.262057
209.767935,4,114.337911
-80.047648,4,114.405453
22.645885,4,114.473933
161.984802,4,114.533739
211.178731,4,114.598838
100.907699,4,114.667081
1.861914,4,114.741056
31.387707,4,114.813093
184.500204,4,114.87556
39.181998,4,114.934771
108.162657,4,114.999176
89.886697,4,115.063049
-36.771592,4,115.123751
134.211916,4,115.197385
179.050693,4,115.272573
61.420059,4,115.339307
159.610524,4,115.404273
55.884155,3,115.451544
7.209843,4,115.515541
1451.385791,13,115.709363
1371.759177,12,115.902157
146.844763,4,115.966963
81.043286,4,116.033886
54.683503,4,116.097484
-6.683688,4,116.157194
129.137737,4,116.22211
294.695391,5,116.299314
93.945137,4,116.362186
-56.549411,4,116.424425
115.777195,4,116.494431
210.066142,4,116.567364
214.800753,4,116.633927
-65.272596,4,116.698373
96.860547,5,116.775214
3.581153,4,116.895161
153.223634,4,116.956114
27.87653,4,117.007433
65.518304,4,117.071925
87.334401,4,117.14121
152.777885,4,117.205547
161.216871,4,117.263035
-40.315852,4,117.322104
185.185344,4,117.382544
214.048044,4,117.449349
104.78506,4,117.509726
1814.136447,13,117.68146
1973.005104,12,117.845592
-35.885296,4,117.917219
168.8194,4,117.978859
201.465277,4,118.039485
-16.330201,4,118.09118
12.858302,4,118.168386
57.601934,4,118.233757
6.909719,4,118.299426
-33.436495,4,118.365135
143.168775,4,118.428948
12.712579,4,118.486969
-9.697397,4,118.547381
43.61011,4,118.61268
155.002151,4,118.680573
-66.355793,4,118.746548
49.522679,4,118.822327
86.042368,4,118.890842
166.377256,4,118.968723
38.704183,4,119.037832
19.08835,4,119.100471
1687.861009,12,119.274892
7.071548,4,119.340024
-19.049195,4,119.403394
-1.329137,4,119.458042
11.26704,4,119.524663
75.517274,3,119.564784
-24.30374,4,119.632768
184.064541,4,119.69157
107.179675,4,119.759363
185.213263,4,119.831946
-34.073015,4,119.888748
102.983211,4,119.946386
-43.618122,4,120.011727
1.647745,4,120.072022
44.483644,3,120.115875
62.205154,4,120.176754
4.458056,4,120.240698
109.617192,4,120.303074
171.583362,4,120.361057
-8.05604,4,120.418347
-43.649372,4,120.4851
77.064759,3,120.535988
-4.455662,4,120.598732
125.20344,4,120.658893
33.375814,4,120.722944
97.649515,4,120.78572
29.533414,4,120.85274
2194.641004,13,121.028312
110.789954,5,121.120608
69.454996,4,121.183849
399.973104,5,121.259272
-37.929804,4,121.319301
67.232673,4,121.376875
2075.501557,13,121.561717
1945.305624,11,121.723093
139.604293,4,121.782877
1623.110854,12,121.949343
-20.878851,4,122.013381
3121.170133,15,122.213305
1965.920472,11,122.36604
386.496615,5,122.452689
412.2249,5,122.536042
232.113411,5,122.612406
-2.982169,4,122.673105
27.64126,4,122.746196
1702.945263,12,122.908629
2037.104911,12,123.081118
-103.76349,4,123.142812
2591.347471,15,123.358668
11.886898,4,123.467815
115.08343,4,123.5312
2319.168651,15,123.755381
188.510488,5,123.835467
304.860611,5,123.910156
2998.042913,14,124.085016
367.780668,6,124.17514
-35.853602,4,124.241505
209.322969,5,124.316631
133.833978,4,124.376866
2467.685635,13,124.552371
293.417119,6,124.655537
437.430443,5,124.733313
3043.021639,14,124.931926
2485.377166,14,125.115796
211.275075,5,125.197587
1934.45189,11,125.361766
1973.522255,11,125.524543
2785.208902,15,125.736601
341.230328,5,125.82038
186.150585,4,125.886147
407.232701,5,125.955704
157.67336,4,126.014438
2589.083056,13,126.047511
2551.754992,14,126.061605
1489.56596,11,126.070243
2558.756767,14,126.078855
1828.256638,12,126.086924
-316.841035,7,126.212731
2568.548338,13,126.406356
494.984475,6,126.497592
-33.785756,4,126.563378
-26.183236,4,126.633389
3202.383834,15,126.846589
2385.40706,13,127.011241
-67.177368,4,127.080555
2575.774843,14,127.289076
-17.115073,4,127.353758
279.697439,5,127.429306
10.151817,4,127.490873
3275.889701,16,127.721422
1856.06259,11,127.885514
14.472079,5,127.977212
-19.489225,4,128.035306
2882.500842,14,128.241704
-55.708278,4,128.300994
2059.116376,13,128.478787
1462.69448,10,128.621778
1541.124858,10,128.774963
323.483957,6,128.873267
2035.395842,13,129.07133
1277.734017,10,129.23358
115.777324,5,129.314801
1487.766838,11,129.469418
2798.182114,13,129.652635
2216.344831,13,129.834272
2005.543793,11,130.017585
1448.725877,11,130.162889
1991.928519,12,130.336926
2173.57272,13,130.518656
402.74411,8,130.663085
2220.332837,13,130.846872
1502.634438,10,130.981052
1697.385411,11,131.164849
1372.392731,10,131.318773
1971.059739,11,131.473666
2266.400548,13,131.657501
1486.859992,11,131.819817
1702.707188,11,131.985429
1461.842646,10,132.118542
1866.225507,11,132.271539
1605.686699,12,132.456086
1361.973788,10,132.600357
1101.653108,9,132.744008
1049.905705,9,132.867105
1209.63449,9,133.00108
1497.676422,10,133.155178
343.825466,6,133.245018
1540.213148,11,133.390711
2009.65661,12,133.624537
1319.093731,10,133.78695
1311.69813,10,133.919433
2291.921882,13,134.113125
2026.917099,12,134.286011
1996.856837,12,134.449001
1094.68977,9,134.580079
1959.917496,11,134.725536
1761.694552,12,134.888093
1329.888571,11,135.050717
2247.765863,13,135.234895
1610.613407,12,135.398813
1210.105028,10,135.542742
1464.951355,10,135.69379
1078.380979,9,135.817968
1577.622754,10,135.961441
917.471168,9,136.095137
2586.523317,13,136.278007
1741.499576,12,136.463272
1265.287762,10,136.613802
1408.480841,11,136.769375
1534.038814,11,136.94268
2344.62673,13,137.108204
2115.247133,13,137.312458
475.133793,8,137.434827
1822.268815,12,137.609073
1436.438236,10,137.753139
1297.131923,10,137.89491
1042.467298,10,138.046477
1348.56749,10,138.213026
1873.38196,11,138.375729
1753.024723,11,138.548509
1174.00012,10,138.710552
1920.714842,11,138.890751
1283.524043,10,139.01587
1466.504016,11,139.189871
1549.598947,10,139.381776
1194.201279,10,139.565089
2083.454977,12,139.72924
1266.968126,10,139.882228
1997.341929,13,140.07537
2623.03434,14,140.279263
1483.116645,10,140.433853
1527.866325,10,140.585038
1175.316935,10,140.740019
1336.711772,10,140.913179
1660.273662,11,141.014566
1379.335402,11,141.024912
1375.829299,10,141.031587
1751.742088,11,141.033148
1814.219646,11,141.042333
-311.531561,5,141.117887
2561.381909,13,141.313714
1234.67246,10,141.467454
2165.600794,12,141.651419
1536.314233,10,141.832398
1520.787518,11,141.986701
2161.394975,12,142.177333
1653.364193,11,142.336796
2775.360585,15,142.559088
1868.472782,11,142.740041
1507.282846,11,142.895626
1974.711358,11,143.058481
1847.684474,11,143.230024
2130.621932,12,143.422124
2254.021299,12,143.593057
1504.193393,11,143.757235
1085.728451,10,143.902419
2291.570648,12,144.05694
1509.631238,10,144.209689
1856.519111,12,144.381626
1755.551122,11,144.536731
1491.984685,10,144.6891
1580.542618,10,144.825122
1485.268645,10,144.978087
1132.218467,10,145.121479
1289.010057,10,145.23902
2190.891283,12,145.407598
1463.593667,10,145.59269
2128.280371,12,145.764337
1285.395473,10,145.8971
1325.81493,10,146.0394
1210.127577,10,146.193762
1563.906473,11,146.336114
1442.475577,10,146.478519
864.466173,9,146.618953
1274.439521,10,146.763904
1061.863441,10,146.915925
1131.287213,10,147.055681
1832.914743,12,147.219229
2292.51418,12,147.396917
1519.773789,11,147.55771
1812.488876,12,147.73188
1867.377653,11,147.897598
2314.623919,12,148.062179
1159.812171,10,148.209338
1403.005099,11,148.362677
1080.221827,10,148.494058
1973.664538,11,148.659685
2268.985586,12,148.832388
1288.5102,10,148.975426
2409.072172,12,149.168332
2302.841909,13,149.3727
1647.498538,11,149.574949
1411.051294,11,149.728565
1245.978008,10,149.870274
1354.733137,10,150.044535
2175.658079,12,150.213476
2290.379243,13,150.400772
1919.839198,12,150.597661
1952.101458,12,150.78706
2402.688691,13,150.971888
1235.989629,10,151.121069
1607.264216,11,151.294662
1482.019259,10,151.472801
875.635663,9,151.614368
1913.949876,12,151.785688
1068.183858,10,151.939289
1718.26001,11,152.115513
1466.391809,10,152.285409
1453.818735,11,152.469512
1101.740942,10,152.653654
1413.713825,10,152.820512
1451.633667,11,153.026662
1365.453484,10,153.15993
2485.949937,12,153.353464
1154.960187,10,153.538582
1646.935997,11,153.70731
1862.309355,11,153.870034
1746.949078,11,154.054939
1770.197083,11,154.223171
1828.08972,11,154.371557
1724.459553,11,154.524209
2181.706357,12,154.705652
1887.687326,12,154.878986
1365.190167,10,155.021504
2863.911009,13,155.205704
1413.648868,11,155.358527
1819.921697,11,155.522436
1205.473465,10,155.665322
1501.364793,10,155.808585
1140.932057,10,155.950857
1633.701156,11,156.073925
1486.881405,11,156.084084
934.713395,10,156.091565
1501.063115,11,156.093289
794.717329,9,156.101059
395.773296,9,156.235245
1568.759466,11,156.43489
2095.070472,12,156.599191
1630.088459,11,156.7422
2962.799152,13,156.937164
1280.66788,10,157.081212
1176.452647,10,157.224023
1376.325146,11,157.385149
1818.925984,11,157.552027
1175.423078,10,157.68466
3301.975647,14,157.87843
3225.432712,15,158.0923
1435.444424,10,158.245914
1693.751443,11,158.406852
1985.810739,11,158.561579
2892.51031,13,158.74452
1949.974571,12,158.917758
1614.79072,11,159.080784
2159.780322,12,159.243463
5391.630269,19,159.547822
2614.036343,13,159.761419
1131.906874,10,159.92437
1714.153872,11,160.078875
1725.404773,11,160.239506
973.763056,10,160.402979
2060.068299,12,160.575891
1026.379859,10,160.719031
2293.544743,13,160.93141
1263.466006,11,161.093116
1751.781922,11,161.284813
996.996251,10,161.427656
2070.106876,12,161.620088
1717.918631,11,161.793775
1328.877149,10,161.936992
1034.416035,10,162.097319
2202.714284,12,162.301201
1591.481028,10,162.451914
2044.19801,12,162.628439
1003.447846,10,162.768617
2712.634803,13,162.992959
1392.820317,10,163.148758
1660.39398,11,163.301474
1170.979351,10,163.444743
4304.015746,17,163.709493
3735.219069,15,163.927402
1283.914565,11,164.079517
836.019363,9,164.223115
1879.053188,11,164.38477
1043.036887,10,164.530276
1925.065611,12,164.707873
3926.119712,15,164.918694
846.992284,9,165.041165
2047.329128,12,165.215453
1413.788825,10,165.358576
1561.628031,11,165.502124
1633.817459,11,165.654618
1012.206087,10,165.819204
1454.721862,11,165.982857
